(164.04, 301.2, 454.48, 42)
(282.93, 197.29, 33.51, 81)
(123.43, 214.45, 9.29, 15)
(142.61, 67.06, 499.6, 71)
(210.62, 65.64, 130.08, 97)
(464.16, 120.14, 344.68, 24)
(456.03, 214.06, 434.46, 29)
(261.94, 335.48, 455.86, 95)
(345.9, 402.77, 243.26, 8)
(93.75, 203.47, 437.44, 46)
(294.31, 213.72, 342.39, 39)
(333.21, 96.57, 365.85, 49)
(275.21, 405.2, 39.1, 8)
(31.77, 124.64, 225.15, 47)
(299.74, 72.56, 48.5, 7)
(93.72, 494.97, 416.35, 27)
(317.7, 348.77, 470.1, 68)
(255.62, 404.38, 97.69, 94)
(243.5, 435.48, 390.8, 65)
(201.26, 228.06, 291.37, 2)
(306.79, 236.03, 206.53, 23)
(235.06, 292.04, 9.81, 19)
(107.94, 216.19, 356.97, 85)
(75.04, 329.22, 488.1, 35)
(368.53, 342.92, 1.53, 10)
(430.3, 174.42, 274.07, 19)
(404.76, 11.74, 384.96, 86)
(481.91, 303.69, 411.52, 74)
(202.62, 175.3, 190.31, 68)
(447.06, 300.46, 162.97, 24)
(131.09, 336.5, 48.13, 56)
(187.26, 337.24, 233.07, 38)
(449.63, 303.98, 253.65, 8)
(36.13, 217.7, 211.17, 99)
(19.07, 178.14, 27.79, 98)
(370.23, 120.15, 427.79, 41)
(96.82, 364.64, 57.3, 49)
(411.33, 497.47, 308.52, 50)
(468.08, 411.56, 317.16, 99)
(129.35, 303.25, 219.72, 76)
(261.99, 287.91, 365.59, 75)
(400.51, 478.06, 96.37, 28)
(303.28, 235.76, 420.48, 62)
(222.1, 190.73, 288.66, 100)
(388.3, 444.56, 57.56, 26)
(338.9, 78.46, 108.74, 85)
(394.9, 94.27, 280.74, 36)
(312.0, 136.57, 276.87, 35)
(337.47, 344.21, 151.3, 38)
(85.66, 145.19, 370.47, 85)
(21.38, 10.95, 443.9, 64)
(418.39, 313.78, 163.82, 92)
(353.66, 365.2, 473.72, 49)
(164.15, 80.11, 65.89, 65)
(81.67, 239.56, 372.69, 57)
(427.59, 213.6, 298.9, 94)
(413.74, 187.05, 370.2, 79)
(83.23, 442.62, 261.18, 41)
(238.52, 205.0, 363.56, 1)
(389.56, 143.05, 428.0, 46)
(302.65, 346.04, 68.46, 59)
(146.39, 263.62, 226.18, 36)
(427.88, 321.95, 109.55, 26)
(427.35, 10.62, 10.01, 2)
(225.65, 136.57, 301.71, 45)
(352.22, 448.44, 68.71, 72)
(225.32, 338.75, 497.44, 28)
(139.32, 41.59, 0.31, 34)
(217.23, 392.94, 159.37, 99)
(120.32, 320.9, 36.25, 37)
(11.19, 383.34, 490.14, 56)
(491.22, 486.79, 108.28, 23)
(477.43, 215.66, 280.85, 2)
(395.14, 98.43, 58.84, 68)
(326.21, 167.86, 81.24, 22)
(410.15, 339.32, 338.07, 99)
(60.52, 171.56, 265.66, 19)
(380.9, 231.84, 492.61, 42)
(181.09, 390.38, 263.57, 9)
(485.03, 75.16, 471.88, 98)
(287.64, 103.27, 23.41, 87)
(89.33, 101.4, 282.86, 89)
(279.4, 121.88, 369.28, 41)
(409.67, 89.25, 6.7, 98)
(221.88, 136.95, 7.01, 26)
(28.68, 164.07, 406.94, 84)
(222.12, 61.54, 187.27, 26)
(391.2, 215.39, 73.54, 45)
(343.18, 288.5, 200.68, 76)
(387.14, 64.28, 125.33, 20)
(335.31, 449.32, 193.15, 58)
(31.6, 460.06, 281.45, 85)
(264.49, 349.6, 460.31, 23)
(296.55, 22.02, 158.51, 59)
(130.15, 357.55, 482.75, 78)
(21.47, 371.87, 283.51, 85)
(63.71, 335.22, 114.57, 36)
(330.97, 318.15, 178.87, 80)
(195.75, 239.78, 334.74, 2)
(323.97, 95.18, 312.95, 11)
(455.62, 18.2, 43.63, 43)
(278.04, 339.52, 103.55, 57)
(250.13, 120.04, 128.19, 22)
(463.12, 144.06, 462.64, 54)
(211.31, 467.85, 410.49, 39)
(62.58, 335.06, 4.15, 1)
(261.34, 9.66, 292.49, 48)
(485.71, 450.0, 51.59, 84)
(353.54, 283.17, 199.13, 30)
(102.94, 195.42, 220.95, 91)
(292.12, 402.0, 106.19, 97)
(346.91, 390.31, 105.4, 29)
(139.55, 121.68, 460.12, 14)
(442.75, 348.81, 335.02, 60)
(398.93, 304.97, 72.28, 98)
(133.6, 497.2, 343.61, 35)
(69.46, 372.92, 74.84, 36)
(392.1, 452.55, 250.06, 58)
(18.23, 80.22, 417.75, 71)
(196.79, 435.54, 249.36, 86)
(71.89, 77.79, 412.38, 27)
(220.91, 318.55, 469.06, 65)
(331.99, 412.55, 330.65, 73)
(177.98, 420.01, 94.0, 68)
(371.2, 382.82, 220.4, 2)
(477.17, 292.12, 270.62, 68)
(48.35, 426.53, 137.08, 26)
(206.6, 179.51, 134.66, 42)
(293.92, 118.18, 321.34, 2)
(24.86, 77.61, 467.51, 92)
(290.82, 40.54, 73.39, 52)
(217.52, 188.75, 283.48, 7)
(481.68, 136.22, 200.93, 73)
(4.02, 337.27, 366.96, 65)
(172.17, 495.62, 351.56, 100)
(387.28, 363.66, 142.88, 20)
(147.45, 181.94, 256.29, 68)
(403.89, 55.99, 101.83, 2)
(322.77, 176.46, 297.66, 50)
(287.03, 113.61, 198.1, 99)
(148.92, 235.67, 235.02, 11)
(63.15, 178.81, 248.12, 78)
(158.66, 381.38, 97.34, 57)
(310.5, 264.23, 411.1, 45)
(361.39, 131.02, 43.12, 37)
(308.73, 113.23, 255.95, 43)
(448.17, 485.53, 234.06, 41)
(39.04, 157.99, 77.55, 25)
(229.62, 32.88, 206.31, 0)
(397.25, 124.96, 338.33, 57)
(164.3, 261.01, 486.68, 8)
(450.99, 185.82, 172.33, 40)
(470.12, 224.1, 125.51, 91)
(361.13, 76.68, 82.44, 95)
(71.9, 196.81, 58.99, 67)
(8.99, 458.2, 498.26, 27)
(183.12, 488.91, 483.56, 8)
(397.86, 8.67, 183.74, 50)
(480.85, 439.02, 181.84, 77)
(77.98, 282.74, 7.73, 1)
(477.3, 445.4, 212.15, 45)
(391.31, 60.26, 230.99, 94)
(80.86, 179.08, 100.55, 37)
(400.13, 17.55, 163.54, 19)
(300.26, 54.94, 152.64, 74)
(146.65, 446.87, 99.38, 94)
(324.04, 343.92, 202.06, 58)
(39.22, 343.58, 126.02, 58)
(286.38, 304.93, 477.18, 77)
(194.42, 221.46, 447.61, 30)
(268.63, 21.14, 488.13, 80)
(494.79, 294.9, 393.71, 62)
(4.61, 303.43, 330.09, 85)
(224.12, 489.23, 347.05, 91)
(154.85, 191.72, 113.96, 83)
(440.31, 283.6, 201.47, 36)
(374.45, 145.69, 425.48, 11)
(127.71, 18.66, 382.5, 96)
(357.39, 497.55, 365.18, 49)
(458.63, 211.9, 79.42, 64)
(218.5, 74.73, 390.32, 69)
(359.44, 200.2, 27.39, 8)
(345.35, 245.66, 196.62, 54)
(69.65, 42.14, 416.12, 36)
(483.59, 335.96, 146.98, 50)
(223.03, 219.7, 46.35, 98)
(259.76, 458.22, 126.22, 58)
(211.48, 181.52, 285.81, 11)
(408.55, 130.79, 316.47, 100)
(52.87, 198.09, 298.22, 37)
(52.17, 153.22, 261.58, 1)
(167.32, 242.02, 92.0, 48)
(343.44, 363.32, 405.34, 5)
(489.35, 305.5, 81.08, 45)
(132.64, 370.89, 325.91, 45)
(430.55, 56.27, 11.59, 1)
(109.32, 43.53, 52.86, 6)
(438.96, 392.98, 72.9, 83)
(170.71, 58.1, 121.59, 54)
(17.68, 90.68, 288.23, 73)
(162.84, 244.12, 19.37, 57)
(195.85, 17.11, 176.84, 33)
(397.45, 366.31, 440.4, 29)
(153.03, 399.22, 398.52, 43)
(185.07, 134.5, 232.51, 70)
(207.01, 143.48, 349.66, 12)
(297.87, 483.65, 176.68, 93)
(428.85, 292.85, 244.67, 77)
(425.42, 228.07, 68.46, 45)
(97.07, 414.56, 295.36, 18)
(480.55, 62.85, 55.6, 4)
(160.13, 386.75, 122.92, 83)
(195.45, 442.83, 369.42, 4)
(330.48, 346.43, 372.69, 52)
(119.54, 231.08, 92.23, 64)
(358.15, 441.06, 440.83, 92)
(113.57, 136.42, 420.11, 34)
(469.37, 446.07, 77.96, 74)
(191.81, 497.64, 332.17, 70)
(4.6, 176.21, 108.08, 75)
(136.34, 359.67, 241.95, 6)
(445.75, 227.39, 232.66, 59)
(373.94, 77.18, 15.89, 21)
(378.45, 483.09, 269.15, 30)
(464.19, 312.52, 202.99, 88)
(50.02, 58.41, 387.14, 81)
(381.57, 33.51, 17.41, 9)
(144.5, 45.76, 106.65, 43)
(187.53, 270.35, 489.14, 37)
(422.37, 98.68, 139.08, 59)
(256.38, 48.03, 495.1, 50)
(244.61, 67.95, 250.62, 13)
(123.51, 109.97, 240.3, 3)
(442.07, 458.07, 409.31, 98)
(158.63, 422.16, 148.35, 7)
(172.71, 280.19, 82.16, 7)
(356.77, 116.59, 351.72, 54)
(160.99, 460.0, 275.96, 60)
(102.43, 227.25, 396.11, 15)
